Season,Team,Player,Pos,TotalPoints,TotalPointsAboveAvg
2018,Ohio State,Demetrius Knox,RG,27,3
2018,Ohio State,Nick Bosa,Edge,27,23
2018,Ohio State,Jeffrey Okudah,CB,25,5
2018,Ohio State,Brendon White,S,25,8
2018,Ohio State,Damon Arnette,CB,25,5
2018,Ohio State,Parris Campbell,WR,21,13
2018,Ohio State,Robert Landers,IDL,20,6
2018,Ohio State,Davon Hamilton,IDL,19,6
2018,Ohio State,J.K. Dobbins,RB,18,4
2018,Ohio State,K.J. Hill,WR,18,10
2018,Ohio State,Terry McLaurin,WR,16,7
2018,Ohio State,Luke Farrell,TE,14,-3
2018,Ohio State,Jonathon Cooper,Edge,13,-9
2018,Ohio State,Johnnie Dixon,WR,13,4
2018,Ohio State,Jahsen Wint,S,12,5
2018,Ohio State,Jashon Cornell,Edge,9,0
2018,Ohio State,Joshua Alabi,LT,9,2
2018,Ohio State,Baron Browning,LB,8,-3
2018,Ohio State,Tommy Togiai,IDL,8,4
2018,Ohio State,Wyatt Davis,RG,7,0
2018,Ohio State,Austin Mack,WR,7,3
2018,Ohio State,Binjimen Victor,WR,7,0
2018,Ohio State,Justin Hilliard,LB,7,2
2018,Ohio State,Chris Olave,WR,6,4
2018,Ohio State,Rashod Berry,TE,6,-4
2018,Ohio State,Tyreke Smith,Edge,6,-1
2018,Ohio State,Haskell Garrett,IDL,5,1
2018,Ohio State,Jeremy Ruckert,TE,3,0
2018,Ohio State,Isaiah Pryor,LB,3,-10
2018,Oklahoma,Kyler Murray,QB,234,164
2018,Oklahoma,Kennedy Brooks,RB,59,50
2018,Oklahoma,Kenneth Murray,LB,57,25
2018,Oklahoma,Trey Sermon,RB,53,39
2018,Oklahoma,Curtis Bolton,LB,42,13
2018,Oklahoma,Ben Powers,LG,40,10
2018,Oklahoma,Cody Ford,RT,40,10
2018,Oklahoma,Dru Samia,RG,36,5
2018,Oklahoma,CeeDee Lamb,WR,35,22
2018,Oklahoma,Tre Norwood,CB,34,4
2018,Oklahoma,Bobby Evans,LT,34,4
2018,Oklahoma,Robert Barnes,LB,33,13
2018,Oklahoma,Creed Humphrey,C,32,4
2018,Oklahoma,Marquise Brown,WR,32,20
2018,Oklahoma,Neville Gallimore,IDL,29,8
2018,Oklahoma,Caleb Kelly,LB,28,12
2018,Oklahoma,Kenneth Mann,Edge,25,-3
2018,Oklahoma,Parnell Motley,CB,24,-2
2018,Oklahoma,Tre Brown,CB,23,1
2018,Oklahoma,Amani Bledsoe,IDL,20,-7
2018,Oklahoma,Carson Meier,FB,19,5
2018,Oklahoma,Lee Morris,WR,18,12
2018,Oklahoma,Kahlil Haughton,S,17,1
2018,Oklahoma,Mark Jackson Jr.,Edge,17,0
2018,Oklahoma,Ronnie Perkins,Edge,16,-2
2018,Oklahoma,Marquise Overton,IDL,6,1
2018,Oklahoma,Grant Calcaterra,TE,6,-1
2018,Oklahoma,Jordan Parker,S,5,0
2018,Oklahoma,Dillon Faamatau,IDL,4,-5
2018,Oklahoma,Tyreece Lott,IDL,3,-2
2018,Oklahoma,Dashaun White,LB,3,-1
2018,Oklahoma,Jeremiah Hall,FB,3,-1
2018,Oklahoma,Pat Fields,S,3,0
2018,Oklahoma,Justin Broiles,CB,2,-10
2018,Oklahoma,Charleston Rambo,WR,2,0
2018,Oklahoma,A.D. Miller,WR,0,-2
2018,Oklahoma,Myles Tease,WR,-1,-6
2018,Oklahoma,Ryan Jones,Edge,-1,-8
2018,Oklahoma,Brendan Radley-Hiles,S,-4,-27
2018,Syracuse,Eric Dungey,QB,85,29
2018,Syracuse,Evan Foster,S,60,32
2018,Syracuse,Christopher Fredrick,CB,55,27
2018,Syracuse,Ryan Guthrie,LB,48,23
2018,Syracuse,Alton Robinson,Edge,41,18
2018,Syracuse,Andre Cisco,S,38,9
2018,Syracuse,Cody Conway,LT,37,9
2018,Syracuse,Aaron Roberts,LG,35,7
2018,Syracuse,Koda Martin,RT,34,6
2018,Syracuse,Kielan Whitner,LB,33,1
2018,Syracuse,Airon Servais,C,32,4
2018,Syracuse,Kendall Coleman,Edge,26,4
2018,Syracuse,Moe Neal,RB,22,13
2018,Syracuse,Evan Adams,RG,21,1
2018,Syracuse,Taj Harris,WR,16,8
2018,Syracuse,Scoop Bradshaw,CB,16,-6
2018,Syracuse,Trill Williams,CB,15,1
2018,Syracuse,Andrew Armstrong,LB,15,3
2018,Syracuse,Tyrell Richards,Edge,14,8
2018,Syracuse,Kenneth Ruff,IDL,13,4
2018,Syracuse,Sam Heckel,RG,12,1
2018,Syracuse,Sean Riley,WR,11,1
2018,Syracuse,McKinley Williams,IDL,11,-4
2018,Syracuse,Shyheim Cullen,LB,10,2
2018,Syracuse,Chris Slayton,IDL,10,-12
2018,Syracuse,Ifeatu Melifonwu,CB,9,2
2018,Syracuse,Antwan Cordy,CB,8,-10
2018,Syracuse,Jamal Custis,WR,6,-7
2018,Syracuse,Chris Elmore,FB,6,-2
2018,Syracuse,Kingsley Jonathan,Edge,6,-6
2018,Syracuse,Aaron Hackett,TE,5,1
2018,Syracuse,Nykeim Johnson,WR,4,-3
2018,Syracuse,Tommy DeVito,QB,4,-8
2018,Syracuse,Dontae Strickland,RB,4,-5
2018,Syracuse,Josh Black,IDL,3,-10
2018,Syracuse,Ravian Pierce,TE,2,-4
2018,Syracuse,Sharod Johnson,WR,1,-1
2018,Syracuse,Jarveon Howard,RB,1,-2
2018,Syracuse,Brandon Berry,Edge,-1,-7
2018,Syracuse,Devin C. Butler,WR,-2,-7
2018,Troy,Tron Folsom,LB,38,16
2018,Troy,Tyler Murray,LB,37,14
2018,Troy,Cedarius Rookard,S,36,10
2018,Troy,Terrence Dunlap,CB,34,13
2018,Troy,Carlton Martial,LB,32,16
2018,Troy,J.L. Gaston,RT,29,4
2018,Troy,Austin Stidham,LT,27,3
2018,Troy,Marcus Jones,CB,26,10
2018,Troy,Deontae Crumitie,C,23,-1
2018,Troy,Tristan Crowder,RG,22,1
2018,Troy,Kirk Kelley,LG,21,-1
2018,Troy,Hunter Reese,Edge,21,-3
2018,Troy,Kaleb Barker,QB,19,-2
2018,Troy,Melvin Tyus,S,17,-8
2018,Troy,Jarvis Hayes,Edge,16,1
2018,Troy,Blace Brown,CB,16,-5
2018,Troy,Justin Whisenhunt,LB,16,5
2018,Troy,Jabir Daughtry-Frye,RB,15,11
2018,Troy,Damion Willis,WR,14,5
2018,Troy,B.J. Smith,RB,12,-5
2018,Troy,Kyler Knudsen,S,11,3
2018,Troy,Antione Barker,Edge,10,-5
2018,Troy,Will Sunderland,CB,10,-3
2018,Troy,Will Choloh Jr.,IDL,10,0
2018,Troy,Trevon Sanders,IDL,10,-7
2018,Troy,Marcus Webb,IDL,9,-5
2018,Troy,A.J. Smiley,LB,8,1
2018,Troy,Dylan Bradshaw,C,7,-1
2018,Troy,Sawyer Smith,QB,6,-31
2018,Troy,Deondre Douglas,WR,6,-2
2018,Troy,Zacc Weldon,FB,5,-2
2018,Troy,Sidney Davis,WR,5,-4
2018,Troy,Bobby Klemm,RG,4,0
2018,Troy,Kyle Nixon,S,4,-2
2018,Troy,Tray Eafford,WR,4,0
2018,Troy,Gabe Hill,TE,4,-2
2018,Troy,Luke Whittemore,WR,3,-2
2018,Troy,Travis Sailo,IDL,2,-8
2018,Troy,Kevin Nixon,Edge,1,-4
2018,Troy,Richard Hallman,WR,1,-2
2018,Troy,Travon Mathis,IDL,1,-9
2018,Troy,KJ Robertson,LB,1,-3
2018,Troy,Antonio Showers Jr.,Edge,0,-3
2018,Troy,Sam Letton,WR,-1,-4
2018,Troy,Bret Clark,WR,-1,-2
2018,Troy,JT Bryant,IDL,-1,-5
2018,Troy,Jawon McDowell,CB,-3,-8
2018,UAB,Mar'Sean Diggs,S,38,9
2018,UAB,Tyler Johnston III,QB,37,10
2018,UAB,James Davis,LT,37,7
2018,UAB,Brontae Harris,CB,32,8
2018,UAB,Justice Powers,RT,32,3
2018,UAB,Malique Johnson,RG,31,0
2018,UAB,Kristopher Moll,LB,31,8
2018,UAB,Chris Woolbright,LB,30,-1
2018,UAB,D.A. Williams,CB,30,11
2018,UAB,Jamell Garcia-Williams,Edge,30,9
2018,UAB,Broderick Thomas,S,28,-4
2018,UAB,Rishard Cook,LG,27,-1
2018,UAB,Tre' Crawford,Edge,26,5
2018,UAB,Fitzgerald Mofor,LB,24,2
2018,UAB,Anthony Rush,IDL,22,3
2018,UAB,Quindarius Thagard,IDL,21,2
2018,UAB,Garrett Marino,IDL,21,5
2018,UAB,Andre Wilson,WR,20,13
2018,UAB,Duke Culver,CB,20,-1
2018,UAB,Xavier Ubosi,WR,19,10
2018,UAB,Lee Dufour,C,16,-2
2018,UAB,Starling Thomas V,CB,15,6
2018,UAB,Logan Scott,TE,14,1
2018,UAB,Donnie Lee,TE,12,1
2018,UAB,Zachary Williams,IDL,12,2
2018,UAB,Greg Fecanin,C,12,3
2018,UAB,Kailon Carter,WR,11,3
2018,UAB,Spencer Brown,RB,8,-9
2018,UAB,Stacy Keely,Edge,8,-6
2018,UAB,Craig Kanyangarara,Edge,7,-3
2018,UAB,Andrew Smith Jr.,C,6,1
2018,UAB,Hayden Pittman,TE,6,-4
2018,UAB,Collin Lisa,WR,6,-1
2018,UAB,Lucious Stanley,RB,5,2
2018,UAB,Kendall Parham,WR,4,0
2018,UAB,Jarrion Street,LB,4,0
2018,UAB,Kylen Binn,Edge,4,0
2018,UAB,Austin Watkins Jr.,WR,3,1
2018,UAB,Thomas Johnston,LB,2,-3
2018,UAB,Will Dawkins,S,0,-8
2018,UAB,Dy'jonn Turner,CB,-2,-18
2018,UAB,A.J. Erdely,QB,-11,-44
2018,UCF,McKenzie Milton,QB,87,46
2018,UCF,Nate Evans,LB,53,34
2018,UCF,Greg McCrae,RB,52,43
2018,UCF,Richie Grant,S,46,15
2018,UCF,Nevelle Clarke,CB,44,12
2018,UCF,Jake Brown,RT,41,13
2018,UCF,Titus Davis,Edge,33,10
2018,UCF,Brandon Moore,CB,33,5
2018,UCF,Jordan Johnson,C,32,4
2018,UCF,Wyatt Miller,LT,31,5
2018,UCF,Cole Schneider,LG,29,6
2018,UCF,Rashard Causey,CB,28,6
2018,UCF,Brendon Hayes,Edge,27,7
2018,UCF,Darriel Mack Jr.,QB,26,6
2018,UCF,Kyle Gibson,S,25,-1
2018,UCF,Bailey Granier,RG,24,7
2018,UCF,Trysten Hill,IDL,21,6
2018,UCF,Otis Anderson,RB,19,12
2018,UCF,Tyler Hudanick,LG,18,3
2018,UCF,Adrian Killins Jr.,RB,18,8
2018,UCF,A.J. Wooten,IDL,18,0
2018,UCF,Eriq Gilyard,LB,16,6
2018,UCF,Eric Mitchell,LB,16,6
2018,UCF,Taj McGowan,RB,15,11
2018,UCF,Joey Connors,IDL,15,-3
2018,UCF,Pat Jasinski,LB,13,-11
2018,UCF,Antwan Collier,S,10,2
2018,UCF,Keenan Johnson,CB,10,0
2018,UCF,Michael Colubiale,TE,10,-1
2018,UCF,Shawn Burgess-Becker,LB,10,6
2018,UCF,Randy Charlton,Edge,9,-2
2018,UCF,Aaron Cochran,IDL,8,0
2018,UCF,Jake Hescock,TE,8,1
2018,UCF,Tre Nixon,WR,7,-4
2018,UCF,Kalia Davis,LB,7,4
2018,UCF,Aaron Robinson,CB,6,2
2018,UCF,Dredrick Snelson,WR,6,-3
2018,UCF,Marlon Williams,WR,5,1
2018,UCF,Kenny Turnier,Edge,4,0
2018,UCF,Gabriel Luyanda,Edge,4,-5
2018,UCF,Gabriel Davis,WR,4,-7
2018,UCF,Trevor Elbert,LT,4,1
2018,UCF,Mason Cholewa,IDL,2,-5
2018,Utah State,Jordan Love,QB,105,45
2018,Utah State,David Woodward,LB,53,28
2018,Utah State,Darwin Thompson,RB,53,43
2018,Utah State,Tipa Galeai,Edge,49,26
2018,Utah State,Gaje Ferguson,S,39,13
2018,Utah State,DJ Williams,CB,33,4
2018,Utah State,Roman Andrus,LG,31,9
2018,Utah State,Sean Taylor,RT,30,9
2018,Utah State,Rob Castaneda,RG,27,4
2018,Utah State,Jontrell Rocquemore,CB,26,1
2018,Utah State,Quin Ficklin,C,26,2
2018,Utah State,Alfred Edwards,LT,25,4
2018,Utah State,Gerold Bright,RB,24,14
2018,Utah State,Aaron Wade,S,20,0
2018,Utah State,Chase Christiansen,LB,20,-3
2018,Utah State,Jalen Greene,WR,19,10
2018,Utah State,Adewale Adeoye,IDL,19,4
2018,Utah State,Deante Fortenberry,CB,18,7
2018,Utah State,Aaren Vaughns,WR,16,9
2018,Utah State,Shaq Bond,S,14,-1
2018,Utah State,Suli Tamaivena,LB,11,1
2018,Utah State,Fua Leilua,IDL,11,-7
2018,Utah State,Logan Lee,Edge,10,1
2018,Utah State,Devon Anderson,IDL,9,-8
2018,Utah State,Christopher Unga,IDL,9,-5
2018,Utah State,Ron'Quavion Tarver,WR,9,0
2018,Utah State,Henry Colombi,QB,9,4
2018,Utah State,Dax Raymond,TE,9,-4
2018,Utah State,Carson Terrell,TE,7,-2
2018,Utah State,Demytrick Ali'ifua,LG,6,-1
2018,Utah State,Dalton Baker,IDL,6,-4
2018,Utah State,Cameron Haney,CB,6,-8
2018,Utah State,Jordan Nathan,WR,5,0
2018,Utah State,Jacoby Wildman,IDL,4,-3
2018,Utah State,DJ Nelson,WR,4,2
2018,Utah State,Moroni Iniguez,LG,4,0
2018,Utah State,Zahodri Jackson,CB,4,0
2018,Utah State,Justus Te'i,LB,1,-3
2018,Utah State,Savon Scarver,WR,1,-1
2018,Utah State,Deven Thompkins,WR,1,-2
2018,Utah State,Caden Andersen,IDL,1,-6
2018,Utah State,Ritisoni Fata,IDL,1,-3
2018,Utah State,Taylor Compton,WR,-2,-4
2018,Utah State,Ja'Marcus Ingram,CB,-4,-15
2018,Washington State,Gardner Minshew II,QB,183,90
2018,Washington State,James Williams,RB,63,49
2018,Washington State,Skyler Thomas,S,45,15
2018,Washington State,Jalen Thompson,S,42,11
2018,Washington State,Jahad Woods,LB,40,17
2018,Washington State,Andre Dillard,LT,39,13
2018,Washington State,Abraham Lucas,RT,38,12
2018,Washington State,Max Borghi,RB,32,21
2018,Washington State,Peyton Pelluer,LB,31,3
2018,Washington State,Darrien Molton,CB,30,1
2018,Washington State,Willie Taylor III,Edge,29,10
2018,Washington State,Liam Ryan,LG,28,2
2018,Washington State,Frederick Mauigoa,C,26,0
2018,Washington State,Marcus Strong,CB,24,0
2018,Washington State,Josh Watson,RG,22,-1
2018,Washington State,Dominick Silvels,Edge,18,4
2018,Washington State,Dezmon Patmon,WR,15,6
2018,Washington State,Sean Harper Jr.,CB,14,2
2018,Washington State,Deion Singleton,S,13,9
2018,Washington State,Logan Tago,Edge,13,-7
2018,Washington State,Davontavean Martin,WR,11,-2
2018,Washington State,Easop Winston,WR,11,3
2018,Washington State,Taylor Comfort,IDL,11,-7
2018,Washington State,Hunter Dale,CB,10,-21
2018,Washington State,Jamire Calvin,WR,10,2
2018,Washington State,Dillon Sherman,LB,9,-2
2018,Washington State,Will Rodgers III,IDL,9,-10
2018,Washington State,Kyle Sweet,WR,6,-3
2018,Washington State,Calvin Jackson Jr.,WR,5,1
2018,Washington State,Nick Begg,IDL,5,-6
2018,Washington State,Karson Block,Edge,5,0
2018,Washington State,Robert Valencia,RG,4,1
2018,Washington State,Renard Bell,WR,4,-3
2018,Washington State,Nnamdi Oguayo,Edge,3,-5
2018,Washington State,Misiona Aiolupotea-Pei,IDL,2,-6
2018,Washington State,Travell Harris,WR,-1,-9
2019,Air Force,Zane Lewis,CB,56,28
2019,Air Force,Kadin Remsberg,RB,47,26
2019,Air Force,Scott Hattok,RT,46,17
2019,Air Force,Nolan Laufenberg,LG,42,13
2019,Air Force,Kyle Johnson,LB,41,13
2019,Air Force,Parker Ferguson,LT,38,12
2019,Air Force,Donald Hammond III,QB,37,12
2019,Air Force,Demonte Meeks,LB,37,8
2019,Air Force,Jeremy Fejedelem,S,37,12
2019,Air Force,Connor Vikupitz,RG,32,8
2019,Air Force,Tre Bugg III,CB,32,7
2019,Air Force,Benjamin Waters,RB,32,20
2019,Air Force,Christopher Mitchell,C,31,9
2019,Air Force,Mosese Fifita,IDL,30,2
2019,Air Force,Jordan Jackson,IDL,25,-1
2019,Air Force,Kade Waguespack,TE,21,6
2019,Air Force,Geraud Sanders,WR,19,12
2019,Air Force,Timothy Jackson,FB,19,12
2019,Air Force,Grant Theil,CB,18,-9
2019,Air Force,Grant Donaldson,Edge,16,1
2019,Air Force,Garrett Kauppila,S,16,-9
2019,Air Force,Lakota Wills,Edge,15,1
2019,Air Force,Adam Jewell,LT,15,5
2019,Air Force,Ben Peterson,WR,15,3
2019,Air Force,Christopher Herrera,IDL,15,0
2019,Air Force,Jake Ksiazek,Edge,13,6
2019,Air Force,Kyle Krepsz,RG,13,7
2019,Air Force,Joshua Stoner,RB,12,8
2019,Air Force,Colin Marquez,RG,9,0
2019,Air Force,Lesley Dalger,TE,9,2
2019,Air Force,Daniel Morris,WR,5,-1
2019,Air Force,Kaleb Nunez,IDL,2,-3
2019,Air Force,Parker Noren,Edge,1,-4
2019,Air Force,Eric Ward,CB,0,-4
2019,Air Force,Michael Purcell,Edge,-2,-8
2019,Air Force,Taven Birdow,FB,-4,-16
2019,Alabama,Tua Tagovailoa,QB,102,60
2019,Alabama,Najee Harris,RB,58,40
2019,Alabama,Trevon Diggs,CB,51,27
2019,Alabama,Anfernee Jennings,Edge,50,30
2019,Alabama,Xavier McKinney,S,50,23
2019,Alabama,Mac Jones,QB,46,19
2019,Alabama,DeVonta Smith,WR,45,34
2019,Alabama,Patrick Surtain II,CB,39,11
2019,Alabama,Jedrick Wills Jr.,RT,39,12
2019,Alabama,Alex Leatherwood,LT,36,10
2019,Alabama,Terrell Lewis,Edge,35,20
2019,Alabama,Landon Dickerson,C,34,9
2019,Alabama,Evan Neal,LG,34,9
2019,Alabama,Jerry Jeudy,WR,34,23
2019,Alabama,Shane Lee,LB,32,8
2019,Alabama,Henry Ruggs III,WR,27,17
2019,Alabama,Raekwon Davis,IDL,27,7
2019,Alabama,Shyheim Carter,CB,26,5
2019,Alabama,Deonte Brown,RG,24,5
2019,Alabama,Jared Mayden,S,23,-3
2019,Alabama,Christian Barmore,IDL,19,10
2019,Alabama,Christian Harris,LB,19,2
2019,Alabama,Josh Jobe,CB,15,4
2019,Alabama,Miller Forristall,TE,14,-1
2019,Alabama,Phidarian Mathis,IDL,13,4
2019,Alabama,Brian Robinson Jr.,RB,12,5
2019,Alabama,Jaylen Waddle,WR,12,7
2019,Alabama,Jordan Battle,S,12,-1
2019,Alabama,Chris Owens,C,11,0
2019,Alabama,DJ Dale,IDL,10,-1
2019,Alabama,Major Tennison,TE,9,0
2019,Alabama,Kendall Randolph,TE,9,2
2019,Alabama,Matt Womack,RG,7,1
2019,Alabama,Byron Young,Edge,6,-4
2019,Alabama,Christopher Allen,Edge,5,-2
2019,Alabama,Tommy Brown,RT,4,0
2019,Alabama,Emil Ekiyor Jr.,LG,4,-1
2019,Alabama,Tevita Musika,IDL,3,-2
2019,Alabama,Jahleel Billingsley,TE,1,-2
2019,Alabama,Markail Benton,LB,0,-5
2019,Alabama,Justin Eboigbe,Edge,0,-8
2019,Alabama,John Metchie III,WR,-1,-3
2019,Appalachian State,Zac Thomas,QB,63,-3
2019,Appalachian State,Shaun Jolly,CB,55,27
2019,Appalachian State,Akeem Davis-Gaither,Edge,48,19
2019,Appalachian State,Noah Hannon,C,41,10
2019,Appalachian State,Ryan Neuzil,LG,40,9
2019,Appalachian State,Demetrius Taylor,Edge,39,16
2019,Appalachian State,Cooper Hodges,RT,38,7
2019,Appalachian State,Jordan Fehr,LB,36,6
2019,Appalachian State,Baer Hunter,RG,35,5
2019,Appalachian State,Darrynton Evans,RB,33,13
2019,Appalachian State,Noel Cook,Edge,33,9
2019,Appalachian State,Shemar Jean-Charles,CB,28,-1
2019,Appalachian State,Victor Johnson,LT,27,2
2019,Appalachian State,E.J. Scott,IDL,25,10
2019,Appalachian State,D'Marco Jackson,LB,23,8
2019,Appalachian State,Jalen Virgil,WR,19,11
2019,Appalachian State,George Blackstock,IDL,15,-1
2019,Appalachian State,Thomas Hennigan,WR,15,2
2019,Appalachian State,Collin Reed,TE,14,2
2019,Appalachian State,Henry Pearson,TE,14,-5
2019,Appalachian State,Nick Hampton,Edge,12,3
2019,Appalachian State,Caleb Spurlin,IDL,12,0
2019,Appalachian State,Josh Thomas,S,12,-18
2019,Appalachian State,Malik Williams,WR,12,2
2019,Appalachian State,Elijah Diarrassouba,IDL,11,-3
2019,Appalachian State,Corey Sutton,WR,11,4
2019,Appalachian State,Desmond Franklin,S,10,-15
2019,Appalachian State,Tommy Dawkins,Edge,9,2
2019,Appalachian State,Trey Cobb,LB,9,-7
2019,Appalachian State,Marcus Williams Jr.,RB,7,0
2019,Appalachian State,Nick Ross,CB,7,1
2019,Appalachian State,Steven Jones,CB,7,3
2019,Appalachian State,Mike Evans,TE,6,0
2019,Appalachian State,Cole Garrison,LT,4,-5
2019,Appalachian State,Kaiden Smith,S,4,-1
2019,Appalachian State,Ryan Huff,S,4,-1
2019,Appalachian State,Keishawn Watson,WR,-2,-5
2019,Baylor,Charlie Brewer,QB,99,21
2019,Baylor,James Lynch,Edge,50,26
2019,Baylor,Terrel Bernard,LB,49,27
2019,Baylor,Bravvion Roy,IDL,44,23
2019,Baylor,Henry Black,S,36,9
2019,Baylor,Chris Miller,S,36,15
2019,Baylor,Jordan Williams,LB,36,11
2019,Baylor,Jameson Houston,CB,35,11
2019,Baylor,Blake Lynch,LB,32,7
2019,Baylor,Grayland Arnold,S,31,9
2019,Baylor,James Lockhart,Edge,26,3
2019,Baylor,Denzel Mims,WR,25,11
2019,Baylor,Sam Tecklenburg,LG,25,-4
2019,Baylor,JaMycal Hasty,RB,23,8
2019,Baylor,Tyquan Thornton,WR,22,7
2019,Baylor,Connor Galvin,LT,21,3
2019,Baylor,Blake Bedier,RT,18,-4
2019,Baylor,Xavier Newman-Johnson,RG,18,-3
2019,Baylor,Jake Fruhmorgen,C,18,-2
2019,Baylor,Kalon Barnes,CB,16,5
2019,Baylor,R.J. Sneed,WR,16,5
2019,Baylor,Chidi Ogbonnaya,IDL,15,7
2019,Baylor,Raleigh Texada,CB,15,-7
2019,Baylor,Clay Johnston,LB,15,5
2019,Baylor,Casey Phillips,LT,14,-8
2019,Baylor,John Lovett,RB,14,6
2019,Baylor,Trestan Ebner,RB,12,6
2019,Baylor,Khalil Keith,LG,11,-3
2019,Baylor,Jairon McVea,S,9,3
2019,Baylor,Rob Saulin,Edge,7,-2
2019,Baylor,Jason Moore,RG,7,3
2019,Baylor,Joshua Fleeks,RB,7,1
2019,Baylor,Cristoph Henle,TE,6,-4
2019,Baylor,Gerry Bohanon,QB,5,-5
2019,Baylor,Chris Platt,WR,4,-4
2019,Baylor,TJ Franklin,IDL,2,-2
2019,Baylor,Prince Pines,RG,1,-5
2019,Baylor,Christian Morgan,CB,1,-2
2019,Baylor,Niadre Zouzoua,Edge,1,-3
2019,Baylor,Jared Atkinson,WR,1,-2
2019,Baylor,Gabe Hall,IDL,-1,-4
2019,Baylor,JT Woods,S,-1,-16
2019,Boise State,Hank Bachmeier,QB,46,9
2019,Boise State,Ezra Cleveland,LT,40,13
2019,Boise State,Sonatane Lui,IDL,38,16
2019,Boise State,Jaylon Henderson,QB,38,11
2019,Boise State,Garrett Larson,C,36,4
2019,Boise State,Jalen Walker,CB,35,9
2019,Boise State,Curtis Weaver,Edge,35,7
2019,Boise State,John Molchon,LG,33,7
2019,Boise State,Khalil Shakir,WR,29,18
2019,Boise State,Eric Quevedo,RG,26,-1
2019,Boise State,George Holani,RB,26,11
2019,Boise State,John Hightower,WR,26,14
2019,Boise State,Riley Whimpey,LB,25,-3
2019,Boise State,John Bates,TE,24,0
2019,Boise State,Kekoa Nawahine,S,22,-1
2019,Boise State,Chase Cord,QB,22,5
2019,Boise State,David Moa,IDL,21,1
2019,Boise State,Avery Williams,CB,21,-6
2019,Boise State,John Ojukwu,RT,20,-5
2019,Boise State,Scale Igiehon,IDL,18,5
2019,Boise State,CT Thomas,WR,17,11
2019,Boise State,Jake Stetz,LG,16,4
2019,Boise State,Chase Hatada,Edge,15,-10
2019,Boise State,Kekaula Kaniho,CB,13,-15
2019,Boise State,Tyreque Jones,S,13,-2
2019,Boise State,Markel Reed,CB,12,6
2019,Boise State,Octavius Evans,WR,11,6
2019,Boise State,Khafari Buffalo,CB,11,4
2019,Boise State,Kekaniokoa Holomalia-Gonzalez,LG,9,1
2019,Boise State,Garrett Collingham,TE,9,-3
2019,Boise State,Benton Wickersham,LB,8,-15
2019,Boise State,Matt Pistone,TE,7,-2
2019,Boise State,Ezekiel Noa,LB,6,-1
2019,Boise State,Garrett Curran,RT,6,1
2019,Boise State,Jordan Happle,S,6,-4
2019,Boise State,Demitri Washington,Edge,5,-9
2019,Boise State,Evan Tyler,S,4,0
2019,Boise State,DeAndre Pierce,S,3,-5
2019,Boise State,Akilian Butler,WR,2,-9
2019,Boise State,Bruno DeRose,LB,2,-1
2019,Boise State,Robert Mahone,RB,-4,-13
2019,Boise State,Andrew Van Buren,RB,-5,-10
2019,Boise State,Tyric Lebeauf,CB,-6,-9
2019,Cincinnati,Desmond Ridder,QB,76,11
2019,Cincinnati,Darrick Forrest,S,51,24
2019,Cincinnati,Bryan Wright,LB,48,22
2019,Cincinnati,Michael Warren II,RB,46,26
2019,Cincinnati,Morgan James,RG,38,11
2019,Cincinnati,Jakari Robinson,C,38,5
2019,Cincinnati,Ahmad Gardner,CB,37,18
2019,Cincinnati,Jarell White,LB,36,24
2019,Cincinnati,Chris Ferguson,LG,30,2
2019,Cincinnati,Lorenz Metz,RT,27,0
2019,Cincinnati,Josiah Deguara,TE,25,2
2019,Cincinnati,Curtis Brooks,IDL,25,9
2019,Cincinnati,Myjai Sanders,Edge,25,7
2019,Cincinnati,Darius Harper,LT,24,2
2019,Cincinnati,Perry Young,LB,23,-5
2019,Cincinnati,Coby Bryant,CB,22,-5
2019,Cincinnati,Ethan Tucky,Edge,21,11
2019,Cincinnati,Marcus Brown,IDL,18,2
2019,Cincinnati,Malik Vann,Edge,18,6
2019,Cincinnati,Vincent McConnell,LG,15,0
2019,Cincinnati,Cameron Jefferies,CB,15,-2
2019,Cincinnati,Ja'von Hicks,S,14,-14
2019,Cincinnati,Elijah Ponder,IDL,13,-6
2019,Cincinnati,Darrian Beavers,LB,12,0
2019,Cincinnati,Rashad Medaris,WR,11,0
2019,Cincinnati,Michael Pitts,Edge,11,-3
2019,Cincinnati,Bruno Labelle,TE,11,-1
2019,Cincinnati,Jabari Taylor,IDL,11,-1
2019,Cincinnati,Arquon Bush,CB,11,-4
2019,Cincinnati,Alec Pierce,WR,10,-3
2019,Cincinnati,Joel Dublanko,LB,8,1
2019,Cincinnati,Jeremy Cooper,LG,6,-2
2019,Cincinnati,Ben Bryant,QB,5,-5
2019,Cincinnati,Jayshon Jackson,WR,3,-2
2019,Cincinnati,Trent Cloud,WR,2,-2
2019,Cincinnati,Malick Mbodj,WR,2,-5
2019,Cincinnati,Leonard Taylor,TE,1,-4
2019,Cincinnati,Thomas Geddis,WR,-2,-6
2019,Cincinnati,Taj Ward,S,-3,-12
2019,Cincinnati,Gerrid Doaks,RB,-7,-16
2019,Clemson,Trevor Lawrence,QB,168,92
2019,Clemson,Travis Etienne,RB,117,99
2019,Clemson,Isaiah Simmons,LB,69,41
2019,Clemson,James Skalski,LB,45,21
2019,Clemson,K'Von Wallace,CB,45,20
2019,Clemson,Derion Kendrick,CB,42,17
2019,Clemson,Tee Higgins,WR,40,30
2019,Clemson,Tanner Muse,S,39,15
